round_epochs,val_loss,loss,regularizer,lambda,Dropout,hidden_layers,hidden_nodes,epochs
1000,14.947148114206923,9.906896769392937,<function l1 at 0x1a25311bf8>,0.005,0.1,3,50,1000
500,14.855887020483495,12.202633182702762,<function l1 at 0x1a25311bf8>,0.01,0.1,3,100,500
300,17.084689427177008,15.389704694564319,<function l1 at 0x1a25311bf8>,0.1,0.5,0,100,300
300,18.725097691478076,16.504777251661565,<function l1 at 0x1a25311bf8>,0.1,0.5,2,100,300
500,16.694700160567553,15.479283066055109,<function l1 at 0x1a25311bf8>,0.05,0.25,2,200,500
1000,15.28371651380232,12.239480054257005,<function l1 at 0x1a25311bf8>,0.005,0.25,3,200,1000
1000,14.259864340356913,12.175404064247589,<function l1 at 0x1a25311bf8>,0.01,0.1,0,50,1000
300,16.980558360157666,15.448662149811655,<function l1 at 0x1a25311bf8>,0.05,0.25,2,150,300
1000,17.30064946177138,15.677133642263618,<function l1 at 0x1a25311bf8>,0.05,0.5,2,50,1000
1000,14.286768909494606,12.364330846888024,<function l1 at 0x1a25311bf8>,0.01,0.1,1,150,1000
300,18.202503244606362,16.62835623156849,<function l1 at 0x1a25311bf8>,0.05,0.5,3,100,300
1000,18.85797710217398,16.57075607304125,<function l1 at 0x1a25311bf8>,0.05,0.5,3,200,1000
1000,14.739581383627135,12.863749491128889,<function l1 at 0x1a25311bf8>,0.01,0.25,2,150,1000
1000,14.832647896064618,12.91034894513382,<function l1 at 0x1a25311bf8>,0.005,0.5,2,50,1000
1000,16.08202076209881,14.999488498994475,<function l1 at 0x1a25311bf8>,0.05,0.25,2,50,1000
500,15.125104886560766,12.42747644605885,<function l1 at 0x1a25311bf8>,0.01,0.1,3,150,500
300,14.838073965741966,13.05667771353457,<function l1 at 0x1a25311bf8>,0.01,0.25,2,150,300
500,14.980586430642724,13.289773372939598,<function l1 at 0x1a25311bf8>,0.01,0.25,3,150,500
500,15.959498989236073,14.506618273487717,<function l1 at 0x1a25311bf8>,0.05,0.1,1,200,500
300,16.114051504311274,14.366644704868408,<function l1 at 0x1a25311bf8>,0.05,0.1,1,200,300
500,15.812973711924691,14.17585766922982,<function l1 at 0x1a25311bf8>,0.05,0.1,1,150,500
300,18.737296182436175,16.446697593680323,<function l1 at 0x1a25311bf8>,0.05,0.1,2,200,300
300,14.845575221924795,12.221526585510876,<function l1 at 0x1a25311bf8>,0.01,0.1,2,100,300
300,17.23032716081765,15.636990389494501,<function l1 at 0x1a25311bf8>,0.1,0.25,1,100,300
500,14.563809866641002,12.73029853047493,<function l1 at 0x1a25311bf8>,0.01,0.25,1,100,500
500,18.531673428880193,16.284056108373207,<function l1 at 0x1a25311bf8>,0.1,0.25,3,50,500
300,14.936298672316257,13.345096799822382,<function l1 at 0x1a25311bf8>,0.005,0.5,3,100,300
500,18.595434022767563,16.356657235565702,<function l1 at 0x1a25311bf8>,0.1,0.1,2,100,500
1000,15.589634683956257,14.289295493543891,<function l1 at 0x1a25311bf8>,0.05,0.1,2,150,1000
1000,15.60420718985686,13.902146485221751,<function l1 at 0x1a25311bf8>,0.05,0.1,2,100,1000
300,17.976153476886196,16.323026289891278,<function l1 at 0x1a25311bf8>,0.1,0.5,1,100,300
300,17.921739870136836,16.242948424100607,<function l1 at 0x1a25311bf8>,0.1,0.5,1,150,300
500,18.710693276337395,16.486244687677644,<function l1 at 0x1a25311bf8>,0.05,0.25,3,150,500
500,14.60767052230231,13.046868980943414,<function l1 at 0x1a25311bf8>,0.01,0.5,0,150,500
1000,15.418793982754911,14.28399572664047,<function l1 at 0x1a25311bf8>,0.01,0.5,3,150,1000
500,15.289561901998393,13.527278949828272,<function l1 at 0x1a25311bf8>,0.01,0.25,3,200,500
300,15.233978968497002,13.834374023860875,<function l1 at 0x1a25311bf8>,0.005,0.5,3,50,300
300,17.0913188249895,15.47462274588113,<function l1 at 0x1a25311bf8>,0.1,0.25,1,50,300
500,14.97846524382015,13.796344002672932,<function l1 at 0x1a25311bf8>,0.01,0.5,1,100,500
300,14.680366931301307,12.697496753316774,<function l1 at 0x1a25311bf8>,0.01,0.1,2,200,300
500,14.79913555537805,12.56896649670628,<function l1 at 0x1a25311bf8>,0.01,0.1,2,150,500
300,19.118858085773237,16.8475168688246,<function l1 at 0x1a25311bf8>,0.1,0.5,2,200,300
300,14.67507436973753,13.046955802027528,<function l1 at 0x1a25311bf8>,0.01,0.25,0,50,300
1000,16.64406625450758,14.849467989272467,<function l1 at 0x1a25311bf8>,0.1,0.25,0,150,1000
500,14.675862200341943,10.613699941105914,<function l1 at 0x1a25311bf8>,0.005,0.1,3,100,500
300,16.63979552477834,14.803541423780327,<function l1 at 0x1a25311bf8>,0.1,0.1,0,150,300
1000,14.523014414593538,12.066072150777988,<function l1 at 0x1a25311bf8>,0.005,0.25,2,200,1000
500,14.564098029778313,12.931996296918271,<function l1 at 0x1a25311bf8>,0.01,0.25,1,150,500
500,18.763036969469216,16.518284569780256,<function l1 at 0x1a25311bf8>,0.1,0.5,2,150,500
1000,14.843428660823047,13.562174103673156,<function l1 at 0x1a25311bf8>,0.01,0.5,1,200,1000
1000,18.438588268209575,16.388559799367144,<function l1 at 0x1a25311bf8>,0.1,0.5,2,50,1000
300,14.794185375475317,12.80327014231871,<function l1 at 0x1a25311bf8>,0.005,0.25,3,150,300
1000,15.122261507844547,10.461359172013175,<function l1 at 0x1a25311bf8>,0.005,0.1,2,200,1000
1000,16.510066173321967,14.835835093955087,<function l1 at 0x1a25311bf8>,0.1,0.25,0,50,1000
300,15.854057825335097,14.14638130905134,<function l1 at 0x1a25311bf8>,0.05,0.1,0,150,300
1000,18.476800528553984,16.190049523540424,<function l1 at 0x1a25311bf8>,0.1,0.5,2,100,1000
300,14.729546486545049,12.496357789261019,<function l1 at 0x1a25311bf8>,0.005,0.25,2,100,300
1000,17.0643587892477,15.274599893986842,<function l1 at 0x1a25311bf8>,0.1,0.5,0,50,1000
500,17.70529339873382,16.138523906435594,<function l1 at 0x1a25311bf8>,0.05,0.5,2,150,500
500,18.053686247652,16.14640893212531,<function l1 at 0x1a25311bf8>,0.1,0.5,1,200,500
300,17.614816368727066,16.101321527128988,<function l1 at 0x1a25311bf8>,0.05,0.5,2,100,300
500,15.149669219447315,10.905835098750458,<function l1 at 0x1a25311bf8>,0.005,0.1,3,200,500
300,16.34543342892287,14.827986856549135,<function l1 at 0x1a25311bf8>,0.05,0.25,1,150,300
300,15.833090077604027,14.039571613039598,<function l1 at 0x1a25311bf8>,0.05,0.1,1,50,300
300,15.079246919828229,13.294655559017055,<function l1 at 0x1a25311bf8>,0.01,0.25,3,200,300
500,16.32524702731412,14.577348709106445,<function l1 at 0x1a25311bf8>,0.05,0.5,0,100,500
1000,15.06152379858777,11.613352999141775,<function l1 at 0x1a25311bf8>,0.01,0.1,3,150,1000
1000,14.11953973644327,12.154666359535295,<function l1 at 0x1a25311bf8>,0.005,0.25,0,50,1000
1000,16.18276744027251,14.844470367561245,<function l1 at 0x1a25311bf8>,0.05,0.25,1,50,1000
300,19.585308293868493,17.271780020518317,<function l1 at 0x1a25311bf8>,0.1,0.1,3,200,300
300,17.786769013920686,16.095674022272785,<function l1 at 0x1a25311bf8>,0.05,0.5,2,200,300
500,18.526632386964984,16.24529668347887,<function l1 at 0x1a25311bf8>,0.1,0.5,3,50,500
500,19.04588508354328,16.796274178700433,<function l1 at 0x1a25311bf8>,0.1,0.1,3,150,500
500,15.115328924637042,13.481604311501318,<function l1 at 0x1a25311bf8>,0.01,0.5,2,150,500
300,14.45691278175817,12.379819631306528,<function l1 at 0x1a25311bf8>,0.005,0.1,0,50,300
1000,14.38216782748542,12.273339991391312,<function l1 at 0x1a25311bf8>,0.01,0.1,1,50,1000
1000,17.861739216505065,16.430670488731238,<function l1 at 0x1a25311bf8>,0.05,0.5,3,50,1000
300,14.803902837406048,13.220819039090978,<function l1 at 0x1a25311bf8>,0.01,0.25,2,100,300
1000,14.770951746636142,11.693086805592037,<function l1 at 0x1a25311bf8>,0.01,0.1,2,150,1000
1000,14.199585162240785,12.84669913035962,<function l1 at 0x1a25311bf8>,0.005,0.5,0,200,1000
1000,15.700198311918959,13.940459654258305,<function l1 at 0x1a25311bf8>,0.05,0.1,0,50,1000
1000,15.475945252541816,12.745303570346682,<function l1 at 0x1a25311bf8>,0.01,0.25,3,50,1000
300,14.770762476254264,12.573316509294347,<function l1 at 0x1a25311bf8>,0.01,0.1,2,150,300
300,14.419139589042965,12.258289879337713,<function l1 at 0x1a25311bf8>,0.005,0.1,0,150,300
500,14.370109257408686,11.768184173687668,<function l1 at 0x1a25311bf8>,0.005,0.1,1,150,500
500,17.13446544657282,15.428081691737622,<function l1 at 0x1a25311bf8>,0.1,0.5,0,200,500
300,14.574206191191259,12.711426360150831,<function l1 at 0x1a25311bf8>,0.01,0.25,0,150,300
1000,18.930783915960067,16.637000912313148,<function l1 at 0x1a25311bf8>,0.1,0.5,3,150,1000
500,14.513710681240918,12.927987284460531,<function l1 at 0x1a25311bf8>,0.005,0.5,1,200,500
1000,18.427882199551625,16.12972012840608,<function l1 at 0x1a25311bf8>,0.1,0.1,3,50,1000
300,16.500353269652514,15.350109711643794,<function l1 at 0x1a25311bf8>,0.05,0.25,2,100,300
1000,15.106205177810388,13.101483454655684,<function l1 at 0x1a25311bf8>,0.005,0.5,3,50,1000
1000,14.774417507302479,13.309855195431044,<function l1 at 0x1a25311bf8>,0.01,0.5,1,100,1000
300,15.416904363908994,13.978541023193912,<function l1 at 0x1a25311bf8>,0.01,0.5,3,50,300
300,18.814502514761166,16.585064279938607,<function l1 at 0x1a25311bf8>,0.1,0.1,3,100,300
500,14.782546471165478,12.992022223812807,<function l1 at 0x1a25311bf8>,0.01,0.25,2,200,500
300,16.923725996294248,15.501771603948262,<function l1 at 0x1a25311bf8>,0.05,0.25,2,200,300
1000,15.206596603494207,13.010111848738294,<function l1 at 0x1a25311bf8>,0.01,0.25,3,200,1000
500,14.330435375424992,12.87805506543152,<function l1 at 0x1a25311bf8>,0.005,0.5,0,100,500
300,16.165719560708723,14.606495158453624,<function l1 at 0x1a25311bf8>,0.05,0.25,0,200,300
300,14.465820443347136,12.585288450645024,<function l1 at 0x1a25311bf8>,0.01,0.1,0,200,300
300,16.460453144164074,14.930967827750495,<function l1 at 0x1a25311bf8>,0.1,0.1,1,150,300
300,14.99409166678275,13.903422767146662,<function l1 at 0x1a25311bf8>,0.01,0.5,1,50,300
300,18.75737297440582,16.508674288930063,<function l1 at 0x1a25311bf8>,0.05,0.1,3,150,300
500,16.73342028645538,14.972541866324091,<function l1 at 0x1a25311bf8>,0.1,0.25,0,50,500
300,14.359411064741794,12.192528559424463,<function l1 at 0x1a25311bf8>,0.005,0.1,0,200,300
300,15.079111133213093,13.29663302593296,<function l1 at 0x1a25311bf8>,0.01,0.25,3,150,300
500,15.244800544980334,13.641890829308792,<function l1 at 0x1a25311bf8>,0.005,0.5,3,150,500
1000,14.470636611878085,12.563251619565797,<function l1 at 0x1a25311bf8>,0.01,0.25,1,200,1000
500,14.569349189546932,12.947285897329467,<function l1 at 0x1a25311bf8>,0.01,0.25,0,150,500
1000,16.50868705205993,14.983092336125445,<function l1 at 0x1a25311bf8>,0.1,0.25,0,200,1000
300,14.903377965761049,12.267608900707414,<function l1 at 0x1a25311bf8>,0.005,0.25,3,100,300
1000,16.424601786369383,14.679960389099467,<function l1 at 0x1a25311bf8>,0.1,0.1,1,200,1000
300,16.07866124679042,14.506694723498645,<function l1 at 0x1a25311bf8>,0.05,0.25,0,150,300
300,16.103691941515436,14.606867583934745,<function l1 at 0x1a25311bf8>,0.05,0.25,0,100,300
1000,14.533501245101084,12.774854645993674,<function l1 at 0x1a25311bf8>,0.01,0.25,1,100,1000
1000,16.211071812068568,14.762077408225728,<function l1 at 0x1a25311bf8>,0.05,0.25,1,100,1000
1000,14.857366995949858,12.816824662455886,<function l1 at 0x1a25311bf8>,0.01,0.25,2,100,1000
300,14.649033676036744,13.036260340248877,<function l1 at 0x1a25311bf8>,0.005,0.5,2,50,300
1000,16.089759590128796,14.394993706440737,<function l1 at 0x1a25311bf8>,0.1,0.1,0,200,1000
500,14.323194942876972,12.694468909724787,<function l1 at 0x1a25311bf8>,0.005,0.5,0,200,500
500,15.001302129045955,13.327431267277166,<function l1 at 0x1a25311bf8>,0.005,0.5,3,50,500
500,14.670423891424818,13.202083697810448,<function l1 at 0x1a25311bf8>,0.01,0.5,0,50,500
500,15.993769819315002,14.304062694277391,<function l1 at 0x1a25311bf8>,0.05,0.25,0,200,500
300,14.336982032554445,12.351331707575314,<function l1 at 0x1a25311bf8>,0.005,0.25,1,100,300
500,14.927855267688278,13.553091113996668,<function l1 at 0x1a25311bf8>,0.01,0.5,1,200,500
1000,14.008822266218845,12.164182692124916,<function l1 at 0x1a25311bf8>,0.005,0.25,0,100,1000
1000,15.252013411559656,13.72492373111159,<function l1 at 0x1a25311bf8>,0.05,0.1,0,200,1000
500,14.273585262902493,11.993457419415968,<function l1 at 0x1a25311bf8>,0.005,0.1,0,50,500
1000,17.071616816961043,15.387067550711022,<function l1 at 0x1a25311bf8>,0.1,0.5,0,150,1000
300,18.613053344485,16.328435770382562,<function l1 at 0x1a25311bf8>,0.1,0.25,1,200,300
500,15.050408947121815,13.725746871930962,<function l1 at 0x1a25311bf8>,0.01,0.5,2,50,500
300,14.777806292108622,11.440082155834643,<function l1 at 0x1a25311bf8>,0.005,0.1,2,100,300
1000,14.271399457725183,12.506168615507512,<function l1 at 0x1a25311bf8>,0.01,0.25,0,50,1000
300,14.358572592521405,12.080848373076114,<function l1 at 0x1a25311bf8>,0.005,0.1,0,100,300
1000,14.66871870035861,13.429576969902756,<function l1 at 0x1a25311bf8>,0.01,0.5,1,50,1000
300,18.79821022204799,16.617192827831712,<function l1 at 0x1a25311bf8>,0.05,0.5,3,150,300
500,14.541360558180193,13.144302041992326,<function l1 at 0x1a25311bf8>,0.01,0.25,1,50,500
1000,15.423212116815169,10.045993763890165,<function l1 at 0x1a25311bf8>,0.005,0.1,3,150,1000
300,15.006755968511577,13.670157218708457,<function l1 at 0x1a25311bf8>,0.01,0.5,1,100,300
1000,16.368362358817954,14.497629517742084,<function l1 at 0x1a25311bf8>,0.1,0.1,0,150,1000
300,14.572454100233898,12.910388268268797,<function l1 at 0x1a25311bf8>,0.01,0.25,0,200,300
1000,14.213619736694094,12.836945062855497,<function l1 at 0x1a25311bf8>,0.005,0.5,0,50,1000
300,14.760972241927577,12.685445370787537,<function l1 at 0x1a25311bf8>,0.005,0.25,3,200,300
500,14.170427679701028,12.108078715215317,<function l1 at 0x1a25311bf8>,0.005,0.25,0,200,500
1000,15.494162806105802,14.169013054697592,<function l1 at 0x1a25311bf8>,0.01,0.5,3,100,1000
500,15.789113860017077,14.371844485013968,<function l1 at 0x1a25311bf8>,0.05,0.1,3,50,500
500,14.713925047096916,12.138493914836396,<function l1 at 0x1a25311bf8>,0.005,0.25,2,100,500
1000,14.369590744179597,11.528276665429432,<function l1 at 0x1a25311bf8>,0.005,0.1,1,150,1000
500,19.50157401052188,17.224631660521908,<function l1 at 0x1a25311bf8>,0.1,0.25,3,200,500
500,16.739114217833666,15.085502786517548,<function l1 at 0x1a25311bf8>,0.05,0.25,2,150,500
300,17.387873516233743,15.817814063377856,<function l1 at 0x1a25311bf8>,0.1,0.1,2,150,300
300,14.932332582398265,13.442856923640111,<function l1 at 0x1a25311bf8>,0.01,0.25,3,100,300
300,16.66225699824834,15.66465223146052,<function l1 at 0x1a25311bf8>,0.05,0.25,3,100,300
500,18.605254037399092,16.36221072411888,<function l1 at 0x1a25311bf8>,0.1,0.25,2,100,500
1000,16.73558092243124,15.150089767214126,<function l1 at 0x1a25311bf8>,0.1,0.1,2,50,1000
500,16.914044372639115,15.650906911657728,<function l1 at 0x1a25311bf8>,0.05,0.5,1,100,500
1000,18.66381181198563,16.363753614717268,<function l1 at 0x1a25311bf8>,0.1,0.25,2,150,1000
500,18.995483237394872,16.728397948285597,<function l1 at 0x1a25311bf8>,0.1,0.25,2,200,500
300,18.637238577991173,16.4026967326215,<function l1 at 0x1a25311bf8>,0.1,0.5,1,200,300
500,17.420541010934635,15.799664700962815,<function l1 at 0x1a25311bf8>,0.05,0.5,2,50,500
1000,18.39293048627144,16.125343154267842,<function l1 at 0x1a25311bf8>,0.1,0.5,3,50,1000
1000,14.319454401967393,12.491678956140884,<function l1 at 0x1a25311bf8>,0.01,0.25,0,100,1000
1000,15.360168626880897,14.326999318694204,<function l1 at 0x1a25311bf8>,0.01,0.5,3,50,1000
1000,16.344141240484795,14.834840774536133,<function l1 at 0x1a25311bf8>,0.1,0.1,1,100,1000
1000,17.892332243101578,16.109304227213357,<function l1 at 0x1a25311bf8>,0.1,0.5,1,200,1000
500,17.743654492662575,16.088461362897068,<function l1 at 0x1a25311bf8>,0.1,0.5,1,100,500
500,14.466193696125202,12.713218431915594,<function l1 at 0x1a25311bf8>,0.01,0.25,0,100,500
300,17.58512363333186,16.161599821304545,<function l1 at 0x1a25311bf8>,0.05,0.5,2,150,300
500,14.416477633654914,12.416422864453844,<function l1 at 0x1a25311bf8>,0.01,0.1,0,150,500
300,19.152760898217675,16.906105637685357,<function l1 at 0x1a25311bf8>,0.1,0.25,3,150,300
500,14.36439059340545,13.016248111141632,<function l1 at 0x1a25311bf8>,0.005,0.5,0,150,500
1000,19.40293410208106,17.13537036036041,<function l1 at 0x1a25311bf8>,0.1,0.1,3,200,1000
300,18.605363473414116,16.341448162852164,<function l1 at 0x1a25311bf8>,0.1,0.25,1,150,300
300,18.60101242870643,16.26973903435678,<function l1 at 0x1a25311bf8>,0.1,0.1,1,200,300
1000,18.856094649725037,16.605528388666,<function l1 at 0x1a25311bf8>,0.05,0.1,3,200,1000
300,14.589102429261622,11.747297249185944,<function l1 at 0x1a25311bf8>,0.005,0.1,1,100,300
500,16.57722080854753,14.8197360335768,<function l1 at 0x1a25311bf8>,0.1,0.1,0,100,500
300,14.699058814539443,11.510351499641738,<function l1 at 0x1a25311bf8>,0.005,0.1,3,50,300
1000,18.627016145509906,16.34649858658338,<function l1 at 0x1a25311bf8>,0.1,0.1,3,100,1000
1000,14.61814900878866,11.29115962712168,<function l1 at 0x1a25311bf8>,0.005,0.1,1,50,1000
300,15.884696847216121,14.200143103421341,<function l1 at 0x1a25311bf8>,0.05,0.1,1,150,300
500,16.292405760068064,14.727081203784705,<function l1 at 0x1a25311bf8>,0.05,0.5,0,200,500
1000,14.291531436990622,12.495059151611674,<function l1 at 0x1a25311bf8>,0.01,0.25,0,150,1000
500,14.916973716665384,13.416927499652314,<function l1 at 0x1a25311bf8>,0.01,0.25,3,100,500
1000,14.118878179615594,11.64633787420841,<function l1 at 0x1a25311bf8>,0.005,0.1,0,100,1000
1000,18.104029288078046,16.797907394029007,<function l1 at 0x1a25311bf8>,0.05,0.5,3,150,1000
300,14.450401202984409,12.73382979854182,<function l1 at 0x1a25311bf8>,0.005,0.25,0,50,300
500,15.287342437653555,10.872391266569005,<function l1 at 0x1a25311bf8>,0.005,0.1,3,50,500
500,15.990544321669123,14.463854198952628,<function l1 at 0x1a25311bf8>,0.05,0.25,0,50,500
300,16.999606129991033,15.620717007603544,<function l1 at 0x1a25311bf8>,0.05,0.5,1,200,300
1000,15.99137102393802,14.218392409932708,<function l1 at 0x1a25311bf8>,0.05,0.25,0,50,1000
500,14.769436870212605,10.856390485407138,<function l1 at 0x1a25311bf8>,0.005,0.1,3,150,500
